case_id,pair_id,source_type,source_name,channel_id,condition_eligible,candidate_time,window_start,window_end,signal_key,hidden_reference_status,hidden_case_category,hidden_disagreement_type,hidden_expected_recommendation,reference_interval_start,reference_interval_end,peak_height,prominence,local_noise,detectability,weber_boundary,weber_margin,stability,stability_runs,stability_hits,parameter_robustness,parameter_runs,parameter_hits,width_samples,nearest_distance_samples,separation_width_ratio,overlap_flag,duplicate_risk,baseline_drift_score,segment_boundary_distance,evidence_agreement,algorithmic_recommendation,provenance_json,explanation_trial_eligible,pilot_ready
SYN-003,SYN-PAIR-03,synthetic,generated_demo,synthetic_3,baseline|peakaboo|peakaboo_recommendation,10.01,8.0,12.0,SYN-003,unsupported,clear_unsupported,detectability_vs_stability,Defer,,,0.059915764741389405,0.011236106521133396,0.0009033431802272022,12.438358704240192,15.96,-3.5216412957598084,1.0,30,30,0.8,20,16,6.1301587077009,22.0,3.588814099113437,False,Low,0.012890804764908757,199,Mostly consistent,Defer,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""clear_unsupported"", ""synthetic_rationale"": ""strong instrument-like spike without a reference interval"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-004,SYN-PAIR-03,synthetic,generated_demo,synthetic_4,baseline|peakaboo|peakaboo_recommendation,10.04,8.0,12.0,SYN-004,unsupported,clear_unsupported,detectability_vs_stability,Defer,,,0.05900335620913598,0.010311490070162611,0.0008194288075372576,12.58375341790753,15.96,-3.3762465820924703,1.0,30,30,0.8,20,16,7.917151479734173,13.0,1.642004707536111,False,Moderate,0.007360492996556705,196,Mostly consistent,Defer,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""clear_unsupported"", ""synthetic_rationale"": ""strong instrument-like spike without a reference interval"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-005,SYN-PAIR-07,synthetic,generated_demo,synthetic_5,baseline|peakaboo|peakaboo_recommendation,9.99,8.0,12.0,SYN-005,supported,near_boundary_supported,detectability_vs_stability,Defer,9.86,10.16,0.0743550127655038,0.026906737339693787,0.001987583873757947,13.537409757347,15.96,-2.4225902426530013,1.0,30,30,0.65,20,13,19.49802939620119,inf,inf,False,Low,0.034614837266918164,199,Mostly consistent,Defer,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_supported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-006,SYN-PAIR-07,synthetic,generated_demo,synthetic_6,baseline|peakaboo|peakaboo_recommendation,10.05,8.0,12.0,SYN-006,supported,near_boundary_supported,detectability_vs_stability,Defer,9.89,10.19,0.07578924905707196,0.029029680306400095,0.002090365563627707,13.88737013163067,15.96,-2.072629868369331,1.0,30,30,0.65,20,13,21.55458181879206,inf,inf,False,Low,0.012219513347098705,195,Mostly consistent,Defer,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_supported"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-007,SYN-PAIR-08,synthetic,generated_demo,synthetic_7,baseline|peakaboo|peakaboo_recommendation,10.04,8.0,12.0,SYN-007,unsupported,near_boundary_unsupported,detectability_vs_stability,Reject,,,0.07195750415626467,0.02514538927822424,0.001951375771072568,12.88598005473706,15.96,-3.0740199452629415,1.0,30,30,0.6,20,12,17.07927878224899,38.0,2.224918305068862,False,Low,0.0224618157484059,196,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_unsupported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-008,SYN-PAIR-08,synthetic,generated_demo,synthetic_8,baseline|peakaboo|peakaboo_recommendation,10.04,8.0,12.0,SYN-008,unsupported,near_boundary_unsupported,detectability_vs_stability,Defer,,,0.07198031515384312,0.025219002456841486,0.0018639880933306715,13.529594171521373,15.96,-2.4304058284786283,1.0,30,30,0.6,20,12,17.060363096067306,29.0,1.699846588064997,False,Moderate,0.0017161192679425602,196,Mostly consistent,Defer,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""near_boundary_unsupported"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-009,SYN-PAIR-11,synthetic,generated_demo,synthetic_9,baseline|peakaboo|peakaboo_recommendation,10.01,8.0,12.0,SYN-009,unsupported,stable_unsupported,favorable_algorithm_vs_unsupported_reference,Accept,,,0.06595799027459226,0.01649784113435708,0.000565125299505225,29.193244612492,15.96,13.233244612491998,1.0,30,30,1.0,20,20,22.306383026662076,inf,inf,False,Low,0.009437185401551338,199,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.35, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""stable_unsupported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-010,SYN-PAIR-11,synthetic,generated_demo,synthetic_10,baseline|peakaboo|peakaboo_recommendation,10.05,8.0,12.0,SYN-010,unsupported,stable_unsupported,favorable_algorithm_vs_unsupported_reference,Accept,,,0.06570180036727843,0.016854570400529338,0.0005919839531337893,28.471329810267424,15.96,12.511329810267423,1.0,30,30,1.0,20,20,25.006379891745638,inf,inf,False,Low,0.003805270372124199,195,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.35, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""stable_unsupported"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-011,SYN-PAIR-12,synthetic,generated_demo,synthetic_11,baseline|peakaboo|peakaboo_recommendation,10.04,8.0,12.0,SYN-011,supported,unstable_supported,unfavorable_algorithm_vs_supported_reference,Reject,9.86,10.16,0.053568852486531336,0.00547792890501065,0.002011946250671607,2.7227014143441273,15.96,-13.237298585655873,0.13333333333333333,30,4,0.0,20,0,1.6991983324419095,3.0,1.7655384558250564,False,Moderate,0.004153456121044704,196,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 4, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.0, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""unstable_supported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-012,SYN-PAIR-12,synthetic,generated_demo,synthetic_12,baseline|peakaboo|peakaboo_recommendation,10.05,8.0,12.0,SYN-012,supported,unstable_supported,unfavorable_algorithm_vs_supported_reference,Reject,9.89,10.19,0.05489638328609932,0.012090729707618722,0.0021084069486961275,5.734533226311595,15.96,-10.225466773688407,0.7,30,21,0.25,20,5,5.396158892542559,6.0,1.1119020250296825,True,Moderate,0.014235573838129038,195,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 4, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.0, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""unstable_supported"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-013,SYN-PAIR-05,synthetic,generated_demo,synthetic_13,baseline|peakaboo|peakaboo_recommendation,9.98,8.0,12.0,SYN-013,supported,high_detectability_low_stability,unfavorable_algorithm_vs_supported_reference,Reject,9.86,10.16,0.06265553292548454,0.013346846700194023,0.0006718439365513019,19.86599261256988,15.96,3.9059926125698787,0.5666666666666667,30,17,0.65,20,13,14.829398838767816,7.0,0.4720353182288295,True,High,0.02943788458184162,198,Conflict detected,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 1, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.1, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""high_detectability_low_stability"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-014,SYN-PAIR-05,synthetic,generated_demo,synthetic_14,baseline|peakaboo|peakaboo_recommendation,10.07,8.0,12.0,SYN-014,supported,high_detectability_low_stability,none,Accept,9.89,10.19,0.06255289197180092,0.014147205561206834,0.0006700917768588745,21.112340172880504,15.96,5.152340172880503,0.7,30,21,0.7,20,14,15.924224808235977,inf,inf,False,Low,0.011006673521589006,193,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 1, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 1.1, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""high_detectability_low_stability"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-015,SYN-PAIR-06,synthetic,generated_demo,synthetic_15,baseline|peakaboo|peakaboo_recommendation,10.02,8.0,12.0,SYN-015,supported,low_detectability_high_stability,unfavorable_algorithm_vs_supported_reference,Reject,9.86,10.16,0.055720254701294665,0.0031947334465511137,0.0012678738247402844,2.5197566048701865,15.96,-13.440243395129814,1.0,30,30,0.55,20,11,3.1506270141408095,14.0,4.443559944469613,False,Low,0.01126846775590282,198,Conflict detected,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 14, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.03, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""low_detectability_high_stability"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-016,SYN-PAIR-06,synthetic,generated_demo,synthetic_16,baseline|peakaboo|peakaboo_recommendation,10.01,8.0,12.0,SYN-016,supported,low_detectability_high_stability,unfavorable_algorithm_vs_supported_reference,Reject,9.89,10.19,0.05465645949531973,0.0024086911341332853,0.001343404004588346,1.7929759953919409,15.96,-14.16702400460806,1.0,30,30,0.5,20,10,4.696543363187061,13.0,2.7679931802393147,False,Low,0.114488177807647,199,Conflict detected,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 14, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.03, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""low_detectability_high_stability"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-017,SYN-PAIR-09,synthetic,generated_demo,synthetic_17,baseline|peakaboo|peakaboo_recommendation,9.91,8.0,12.0,SYN-017,supported,overlapping_supported,none,Accept,9.74,10.04,0.06293838773684952,0.013432104531832675,0.0006647210725732674,20.207129073894407,15.96,4.247129073894406,1.0,30,30,0.95,20,19,44.62646958915485,inf,inf,False,Low,0.15254136866174922,191,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""overlapping_supported"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-018,SYN-PAIR-09,synthetic,generated_demo,synthetic_18,baseline|peakaboo|peakaboo_recommendation,9.94,8.0,12.0,SYN-018,supported,overlapping_supported,none,Accept,9.77,10.07,0.0626111609088024,0.013178020380778407,0.0005965062892879855,22.092005726236735,15.96,6.132005726236734,1.0,30,30,0.95,20,19,43.52210076922037,inf,inf,False,Low,0.14783681689107492,194,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""overlapping_supported"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-019,SYN-PAIR-04,synthetic,generated_demo,synthetic_19,baseline|peakaboo|peakaboo_recommendation,10.04,8.0,12.0,SYN-019,oversegmented,duplicate_oversegmentation,none,Accept,9.86,10.16,0.0644752913245068,0.015391045706536696,0.0005937644498894,25.921130312672716,15.96,9.961130312672715,1.0,30,30,1.0,20,20,25.29891677554633,inf,inf,False,Low,0.016834025242227265,196,Consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""duplicate_oversegmentation"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-020,SYN-PAIR-04,synthetic,generated_demo,synthetic_20,baseline|peakaboo|peakaboo_recommendation,10.01,8.0,12.0,SYN-020,oversegmented,duplicate_oversegmentation,detectability_vs_stability,Accept,9.89,10.19,0.06470420630515279,0.015489021289164948,0.0006102878005123343,25.379863813076565,15.96,9.419863813076564,0.6,30,18,0.75,20,15,26.50789440903344,inf,inf,False,Low,0.04408076080377047,199,Mostly consistent,Accept,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""duplicate_oversegmentation"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-021,SYN-PAIR-01,synthetic,generated_demo,synthetic_21,baseline|peakaboo|peakaboo_recommendation,9.99,8.0,12.0,SYN-021,supported,baseline_drift,unfavorable_algorithm_vs_supported_reference,Reject,9.86,10.16,0.06696764683258008,0.007233476250154677,0.0010325179087121406,7.005666615672869,15.96,-8.954333384327132,1.0,30,30,0.25,20,5,14.799545673929288,30.0,2.027089254019984,False,Low,0.31652490928499155,199,Conflict detected,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""baseline_drift"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-022,SYN-PAIR-01,synthetic,generated_demo,synthetic_22,baseline|peakaboo|peakaboo_recommendation,10.06,8.0,12.0,SYN-022,supported,baseline_drift,unfavorable_algorithm_vs_supported_reference,Reject,9.89,10.19,0.06792768175486287,0.008368561692377957,0.0008985481977929619,9.313425483039882,15.96,-6.6465745169601185,1.0,30,30,0.3,20,6,15.534445885965653,11.0,0.7081037895234985,True,High,0.30994175071250074,194,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""baseline_drift"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
SYN-023,SYN-PAIR-10,synthetic,generated_demo,synthetic_23,baseline|peakaboo|peakaboo_recommendation,10.06,8.0,12.0,SYN-023,supported,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,9.91,10.21,0.06094477266939485,0.002617104479938112,0.0007193280374281045,3.638262851058998,15.96,-12.321737148941002,0.06666666666666667,30,2,0.0,20,0,4.0548336138105014,11.0,2.7128116829590025,False,Low,0.14700740565765036,194,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""parameter_sensitive"", ""synthetic_replicate"": 1, ""weber_boundary"": 15.96}",True,True
SYN-024,SYN-PAIR-10,synthetic,generated_demo,synthetic_24,baseline|peakaboo|peakaboo_recommendation,10.08,8.0,12.0,SYN-024,supported,parameter_sensitive,unfavorable_algorithm_vs_supported_reference,Reject,9.94,10.24,0.06164984041267756,0.002810825232491744,0.0009337448569171092,3.010271177034174,15.96,-12.949728822965827,0.03333333333333333,30,1,0.0,20,0,1.9086704442731275,14.0,7.334948807954939,False,Low,0.12722686880881504,192,Mostly consistent,Reject,"{""detector_version"": ""peakaboo-study-1.0"", ""matching_tolerance_samples"": 6, ""minimum_distance"": 22, ""noise_window"": 51, ""perturbation_noise_model"": ""Normal(0, local_sigma * scale)"", ""perturbation_runs"": 30, ""perturbation_scale"": 0.55, ""prominence_floor"": 0.00018, ""segment_overlap_points"": 100, ""segment_points"": 500, ""smooth_window"": 2, ""smoothing_method"": ""moving_average"", ""synthetic_category"": ""parameter_sensitive"", ""synthetic_replicate"": 2, ""weber_boundary"": 15.96}",True,True
