id,session_id,section,question_code,response_code,response_label,response_json,created_at
199,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_baseline,completed,yes,yes,"""yes""",2026-08-05T16:50:44.022612+00:00
200,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo,usefulness,5,5,5,2026-08-05T16:50:44.025274+00:00
201,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo,clarity,3,3,3,2026-08-05T16:50:44.027552+00:00
202,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo,mental_effort,2,2,2,2026-08-05T16:50:44.030213+00:00
203,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo,appropriate_reliance,4,4,4,2026-08-05T16:50:44.032413+00:00
204,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo,completed,yes,yes,"""yes""",2026-08-05T16:50:44.034571+00:00
205,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo_recommendation,usefulness,4,4,4,2026-08-05T16:50:44.036627+00:00
206,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo_recommendation,clarity,2,2,2,2026-08-05T16:50:44.038847+00:00
207,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo_recommendation,mental_effort,3,3,3,2026-08-05T16:50:44.041214+00:00
208,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo_recommendation,appropriate_reliance,2,2,2,2026-08-05T16:50:44.044856+00:00
209,c342fcda-a888-4af9-90ea-b9c69c0bb052,post_peakaboo_recommendation,completed,yes,yes,"""yes""",2026-08-05T16:50:44.047005+00:00
210,c342fcda-a888-4af9-90ea-b9c69c0bb052,final,completed,yes,yes,"""yes""",2026-08-05T16:50:44.049371+00:00
211,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,background,role,analytical_scientist,Analytical scientist,"""Analytical scientist""",2026-08-05T16:50:44.070291+00:00
212,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,background,completed,yes,yes,"""yes""",2026-08-05T16:50:44.072508+00:00
213,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,current_practice,completed,yes,yes,"""yes""",2026-08-05T16:50:44.076118+00:00
214,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,comprehension,score,4,4/4,"{""score"": 4, ""total"": 4}",2026-08-05T16:50:44.078211+00:00
215,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,comprehension,completed,yes,yes,"""yes""",2026-08-05T16:50:44.086909+00:00
216,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_baseline,usefulness,3,3,3,2026-08-05T16:50:44.111772+00:00
217,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_baseline,clarity,5,5,5,2026-08-05T16:50:44.114283+00:00
218,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_baseline,mental_effort,3,3,3,2026-08-05T16:50:44.116779+00:00
219,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_baseline,appropriate_reliance,4,4,4,2026-08-05T16:50:44.122032+00:00
220,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_baseline,completed,yes,yes,"""yes""",2026-08-05T16:50:44.124056+00:00
221,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo,usefulness,4,4,4,2026-08-05T16:50:44.126256+00:00
222,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo,clarity,4,4,4,2026-08-05T16:50:44.133614+00:00
223,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo,mental_effort,4,4,4,2026-08-05T16:50:44.135764+00:00
224,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo,appropriate_reliance,5,5,5,2026-08-05T16:50:44.137989+00:00
225,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo,completed,yes,yes,"""yes""",2026-08-05T16:50:44.140260+00:00
226,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo_recommendation,usefulness,3,3,3,2026-08-05T16:50:44.142693+00:00
227,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo_recommendation,clarity,3,3,3,2026-08-05T16:50:44.145282+00:00
228,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo_recommendation,mental_effort,2,2,2,2026-08-05T16:50:44.148647+00:00
229,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo_recommendation,appropriate_reliance,5,5,5,2026-08-05T16:50:44.151428+00:00
230,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,post_peakaboo_recommendation,completed,yes,yes,"""yes""",2026-08-05T16:50:44.154474+00:00
231,c772eded-8c5b-49e1-a3bf-ca597ba0a17d,final,completed,yes,yes,"""yes""",2026-08-05T16:50:44.157816+00:00
232,e3fa8340-b639-41be-b15b-71295642168d,background,role,analytical_scientist,Analytical scientist,"""Analytical scientist""",2026-08-05T16:50:44.178778+00:00
233,e3fa8340-b639-41be-b15b-71295642168d,background,completed,yes,yes,"""yes""",2026-08-05T16:50:44.181152+00:00
234,e3fa8340-b639-41be-b15b-71295642168d,current_practice,completed,yes,yes,"""yes""",2026-08-05T16:50:44.183713+00:00
235,e3fa8340-b639-41be-b15b-71295642168d,comprehension,score,4,4/4,"{""score"": 4, ""total"": 4}",2026-08-05T16:50:44.187199+00:00
236,e3fa8340-b639-41be-b15b-71295642168d,comprehension,completed,yes,yes,"""yes""",2026-08-05T16:50:44.191341+00:00
237,e3fa8340-b639-41be-b15b-71295642168d,post_baseline,usefulness,3,3,3,2026-08-05T16:50:44.223757+00:00
238,e3fa8340-b639-41be-b15b-71295642168d,post_baseline,clarity,2,2,2,2026-08-05T16:50:44.227403+00:00
239,e3fa8340-b639-41be-b15b-71295642168d,post_baseline,mental_effort,5,5,5,2026-08-05T16:50:44.231801+00:00
240,e3fa8340-b639-41be-b15b-71295642168d,post_baseline,appropriate_reliance,4,4,4,2026-08-05T16:50:44.247525+00:00
241,e3fa8340-b639-41be-b15b-71295642168d,post_baseline,completed,yes,yes,"""yes""",2026-08-05T16:50:44.250124+00:00
242,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo,usefulness,4,4,4,2026-08-05T16:50:44.253660+00:00
243,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo,clarity,2,2,2,2026-08-05T16:50:44.256853+00:00
244,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo,mental_effort,3,3,3,2026-08-05T16:50:44.260297+00:00
245,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo,appropriate_reliance,4,4,4,2026-08-05T16:50:44.264407+00:00
246,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo,completed,yes,yes,"""yes""",2026-08-05T16:50:44.267468+00:00
247,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo_recommendation,usefulness,4,4,4,2026-08-05T16:50:44.270654+00:00
248,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo_recommendation,clarity,2,2,2,2026-08-05T16:50:44.272873+00:00
249,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo_recommendation,mental_effort,3,3,3,2026-08-05T16:50:44.275299+00:00
250,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo_recommendation,appropriate_reliance,2,2,2,2026-08-05T16:50:44.277990+00:00
251,e3fa8340-b639-41be-b15b-71295642168d,post_peakaboo_recommendation,completed,yes,yes,"""yes""",2026-08-05T16:50:44.280565+00:00
252,e3fa8340-b639-41be-b15b-71295642168d,final,completed,yes,yes,"""yes""",2026-08-05T16:50:44.283004+00:00
